hgnc_symbol,HH07,HH17,HH18,HH19,HH27
RNA5SP72,0,0,0,0,0
RNA5SP73,0,0,0,0,0
RNA5SP74,0,0,0,0,0
RNA5SP75,0,0,0,0,0
RNA5SP76,0,0,0,0,0
RNA5SP77,0,0,0,0,0
RNA5SP78,4,2,0,5,4
RNA5SP79,1,0,0,0,0
RNA5SP80,0,0,0,0,0
RNA5SP82,6,7,5,8,8
RNA5SP84,0,0,0,0,0
RNA5SP86,0,0,0,0,0
RNA5SP87,0,0,0,0,0
RNA5SP88,0,0,0,0,0
RNA5SP89,0,0,0,0,0
RNA5SP90,0,0,0,0,0
RNA5SP91,0,0,0,0,0
RNA5SP92,0,2,0,1,0
RNA5SP93,0,0,0,0,0
RNA5SP94,0,0,0,0,0
RNA5SP95,0,0,0,0,0
RNA5SP96,0,0,0,0,0
RNA5SP97,1,0,0,0,0
RNA5SP98,0,0,0,0,0
RNA5SP99,0,0,0,0,0
RNASE1,0,0,0,0,0
RNASE10,0,7,0,0,0
RNASE11,0,0,0,0,0
RNASE12,0,0,0,0,0
RNASE13,0,0,0,2,2
RNASE2,0,0,0,0,0
RNASE3,0,0,0,0,2
RNASE4,2,5,8,2,13
RNASE6,0,0,0,0,0
RNASE7,2,2,5,0,5
RNASE8,0,2,0,0,2
RNASE9,0,0,0,0,0
RNASEH1,2950,1981,1776,1690,2117
RNASEH1-AS1,443,551,469,270,348
RNASEH1P1,0,0,0,0,0
RNASEH1P2,0,4,0,0,0
RNASEH2A,33,3,12,5,0
RNASEH2B,1589,1194,1048,982,1252
RNASEH2B-AS1,0,7,7,0,8
RNASEH2C,3127,1788,1698,1529,1548
RNASEH2CP1,58,120,47,50,0
RNASEK,183,192,209,156,196
RNASEK-C17orf49,1,0,0,0,0
RNASEL,813,991,696,862,556
RNASET2,330,900,1634,567,729
RND1,4,10,11,4,2
RND2,43,118,30,56,14
RND3,25658,22704,38346,21643,17120
RNF10,6837,8115,7229,5650,6190
RNF103,1029,1814,1428,1113,1062
RNF103-CHMP3,4,5,2,8,2
RNF10P1,0,0,0,0,0
RNF11,11405,9659,11194,7321,7753
RNF111,2392,2385,2076,1811,2024
RNF112,459,348,673,385,108
RNF113A,564,389,457,343,443
RNF113B,0,0,0,0,0
RNF114,5376,5671,4097,4105,3546
RNF115,5905,4558,4227,4299,4127
RNF11P1,0,0,0,0,0
RNF11P2,0,0,0,0,0
RNF121,1644,1725,1943,1208,1649
RNF122,116,156,122,96,164
RNF123,1831,2360,1836,1360,1591
RNF125,39,10,10,25,14
RNF126,3660,2105,2035,1695,2406
RNF126P1,0,0,0,0,2
RNF128,194,46,360,100,34
RNF13,1600,2378,1804,1786,1301
RNF130,2004,2761,2225,1492,1841
RNF133,5,0,4,0,2
RNF135,992,1077,806,643,569
RNF138,916,595,516,530,609
RNF138P1,1,0,0,0,0
RNF138P2,0,0,0,0,0
RNF139,1941,2019,1644,1519,1765
RNF139-AS1,109,94,101,110,140
RNF14,3048,3333,3218,2205,3070
RNF141,2599,3312,3333,2318,2270
RNF144A,236,366,254,318,180
RNF144A-AS1,2,15,14,20,10
RNF144B,286,1017,545,682,997
RNF145,6325,5098,5026,3928,5248
RNF146,3840,4291,3953,3969,3041
RNF148,0,0,0,0,2
RNF149,2882,4119,3349,2917,2479
RNF14P1,0,0,0,0,0
RNF14P2,0,0,0,0,0
RNF14P3,0,16,0,13,0
RNF14P4,0,6,2,0,4
RNF150,910,1982,2200,832,3253
RNF151,2,4,8,8,2
RNF152,1075,581,367,373,717
RNF152P1,4,0,0,0,1
RNF157,110,86,34,79,129
RNF157-AS1,0,0,0,0,4
RNF165,0,0,2,0,0
RNF166,752,609,667,501,729
RNF167,3392,3599,2720,1521,2087
RNF168,1843,1183,930,883,1382
RNF169,1136,1186,952,784,1110
RNF17,51,2,0,0,0
RNF170,1515,2204,1635,1688,1472
RNF175,2,9,0,23,0
RNF180,41,70,138,9,108
RNF181,3364,2863,2937,2283,3114
RNF182,638,245,157,274,589
RNF183,0,2,0,0,0
RNF185,4863,4295,4410,3610,3781
RNF185-AS1,0,0,0,0,0
RNF186,0,0,0,0,0
RNF187,8214,8352,8064,6283,7898
RNF19A,2830,2803,2010,2228,2585
RNF19B,900,656,768,697,823
RNF19BPX,0,0,0,0,0
RNF19BPY,0,0,0,0,0
RNF2,1434,1172,941,1052,1241
RNF20,3717,3759,3503,2599,3269
RNF207,172,367,423,289,241
RNF207-AS1,18,3,7,6,10
RNF208,64,77,70,46,50
RNF212,126,62,40,58,25
RNF212B,3,7,4,1,5
RNF213,10640,15782,11762,11006,9482
RNF213-AS1,23,40,33,28,14
RNF214,1063,857,753,650,786
RNF215,979,1073,975,658,672
RNF216,4182,4658,4101,3116,4216
RNF216-IT1,0,3,4,3,3
RNF216P1,1041,971,915,764,1061
RNF217,1141,1874,1354,749,1566
RNF217-AS1,32,78,32,28,48
RNF220,3051,2550,1736,2086,1963
RNF222,2,0,2,4,2
RNF223,0,0,0,0,0
RNF224,15,15,12,22,19
RNF225,0,0,0,0,0
RNF227,148,214,156,131,158
RNF24,3453,3470,3599,2272,2204
RNF25,2338,1830,1637,1348,1802
RNF26,4309,2307,1937,1614,1982
RNF2P1,0,0,0,0,0
RNF31,1216,996,919,828,902
RNF32,61,66,55,34,41
RNF32-AS1,0,6,0,0,1
RNF34,3280,2049,1751,1868,2057
RNF38,2308,1839,1279,1326,1290
RNF39,64,64,54,58,68
RNF4,6421,5091,5308,3879,4520
RNF40,4430,3379,3282,2664,3087
RNF41,3360,7358,5052,3185,4722
RNF43,0,0,0,0,0
RNF44,522,969,847,704,680
RNF5,3664,2598,2329,2187,2560
RNF5P1,24,70,30,66,10
RNF6,4411,4151,3661,2983,3039
RNF6P1,0,0,0,0,0
RNF7,3922,2674,2845,2518,3250
RNF7P1,0,6,0,0,0
RNF8,1288,1073,1064,969,1051
RNFT1,471,435,403,395,262
RNFT1-DT,6,10,6,6,0
RNFT1P2,0,0,0,0,0
RNFT1P3,4,0,0,0,0
RNFT2,126,30,20,14,39
RNGTT,1952,1178,1262,986,1226
RNGTTP1,0,0,0,0,0
RNH1,30836,23617,21717,22839,14021
RNLS,502,609,621,405,340
RNMT,2542,3189,2610,2400,3021
RNMTL1P1,0,0,0,0,0
RNMTL1P2,0,0,0,0,0
RNPC3,748,845,756,653,490
RNPEP,5026,3201,3014,2255,3352
RNPEPL1,2232,2085,1760,1660,1975
RNPS1,8114,5088,4330,3936,5295
RNPS1P1,12,8,10,6,16
RNU1-1,0,0,0,0,0
RNU1-100P,0,0,0,0,0
RNU1-101P,0,0,0,0,0
RNU1-103P,1,7,1,1,7
RNU1-104P,0,0,0,0,0
RNU1-105P,0,0,0,0,0
RNU1-107P,0,0,0,0,0
RNU1-108P,0,0,0,0,0
RNU1-109P,0,0,0,0,0
RNU1-112P,0,0,0,0,0
RNU1-114P,0,0,0,0,0
RNU1-115P,0,0,0,0,0
RNU1-117P,0,0,0,0,0
RNU1-119P,0,0,0,0,0
RNU1-11P,0,0,0,0,0
RNU1-123P,0,0,0,0,0
RNU1-124P,0,0,0,1,4
RNU1-125P,0,0,0,0,0
RNU1-128P,0,0,0,0,0
RNU1-129P,0,0,0,0,0
RNU1-130P,0,0,0,0,0
RNU1-131P,0,0,0,0,0
RNU1-132P,0,0,0,0,0
RNU1-133P,0,0,0,0,0
RNU1-134P,0,0,0,6,0
RNU1-136P,0,0,0,0,0
RNU1-138P,3,9,5,4,0
RNU1-139P,0,0,0,0,0
RNU1-140P,0,0,0,0,0
RNU1-141P,0,0,0,0,0
RNU1-142P,0,0,0,0,0
RNU1-143P,0,0,0,0,0
RNU1-146P,0,0,0,0,0
RNU1-148P,0,0,0,0,0
RNU1-149P,0,0,0,0,0
RNU1-14P,0,0,0,0,0
RNU1-150P,0,0,0,0,0
RNU1-151P,0,0,0,0,0
RNU1-153P,0,1,0,1,2
RNU1-154P,0,0,0,0,0
RNU1-155P,0,0,0,0,0
RNU1-15P,0,0,0,0,0
RNU1-16P,0,1,2,0,1
RNU1-17P,0,0,0,0,0
RNU1-18P,0,0,0,0,0
RNU1-19P,0,0,0,0,0
RNU1-2,0,1,0,0,0
RNU1-20P,0,0,0,0,0
RNU1-21P,0,0,0,0,0
RNU1-22P,0,0,0,0,0
RNU1-23P,0,0,0,0,0
RNU1-24P,0,2,0,1,2
RNU1-27P,0,0,0,0,0
RNU1-28P,0,0,0,0,0
RNU1-29P,0,0,0,0,0
RNU1-3,0,0,0,0,0
RNU1-30P,0,0,0,0,0
RNU1-31P,0,0,0,0,0
RNU1-32P,0,0,0,0,0
RNU1-33P,0,0,0,0,0
RNU1-34P,0,0,0,0,0
RNU1-35P,0,0,0,0,0
RNU1-36P,3,11,21,1,0
RNU1-38P,0,0,0,0,0
RNU1-39P,0,0,0,0,0
RNU1-4,0,0,0,0,0
RNU1-40P,0,0,0,0,0
RNU1-41P,0,0,0,0,0
RNU1-42P,0,0,0,0,0
RNU1-43P,0,0,0,0,0
RNU1-44P,0,0,0,0,0
RNU1-45P,0,0,0,0,0
RNU1-46P,0,0,0,0,0
RNU1-47P,0,0,0,0,0
RNU1-48P,0,0,0,0,0
RNU1-49P,0,0,0,0,0
RNU1-51P,0,0,0,0,0
RNU1-52P,0,0,0,0,0
RNU1-54P,0,0,0,0,0
RNU1-55P,0,0,0,0,0
RNU1-56P,0,0,0,0,0
RNU1-57P,0,0,0,0,0
RNU1-58P,0,0,0,0,0
RNU1-5P,0,0,0,0,0
RNU1-61P,0,0,0,0,0
RNU1-62P,0,0,0,0,0
RNU1-63P,0,0,0,0,0
RNU1-64P,0,0,0,0,0
RNU1-65P,0,0,0,0,0
RNU1-67P,2,0,6,3,3
RNU1-68P,0,0,0,0,0
RNU1-6P,0,0,0,0,0
RNU1-70P,0,0,0,2,0
RNU1-72P,3,1,0,0,0
RNU1-73P,0,0,1,2,1
RNU1-74P,0,0,0,0,0
RNU1-75P,0,0,0,0,0
RNU1-76P,0,0,0,0,0
RNU1-77P,0,0,0,0,0
RNU1-78P,0,0,0,0,0
RNU1-7P,0,0,0,0,0
RNU1-80P,0,0,0,0,0
RNU1-82P,0,0,0,0,0
RNU1-83P,0,0,0,0,0
RNU1-84P,0,0,0,0,0
RNU1-86P,0,0,0,0,0
RNU1-88P,0,0,0,0,0
RNU1-89P,0,0,0,0,0
RNU1-8P,0,0,0,0,0
RNU1-91P,6,5,0,5,1
RNU1-93P,0,0,0,0,0
RNU1-94P,0,0,0,0,0
RNU1-95P,0,0,0,0,0
RNU1-96P,0,6,0,0,0
RNU1-97P,0,0,0,0,0
RNU1-98P,0,0,0,0,0
RNU105B,0,0,0,0,0
RNU105C,0,0,0,0,0
RNU11,0,0,0,0,0
RNU11-2P,1,0,1,0,0
RNU11-3P,0,2,0,2,1
RNU11-4P,0,0,0,0,0
RNU11-5P,0,0,0,0,0
RNU11-6P,0,0,0,0,0
RNU12,0,0,0,0,0
RNU12-2P,0,0,0,0,2
RNU2-1,0,0,0,0,0
RNU2-10P,0,0,0,0,0
RNU2-11P,0,1,0,2,2
RNU2-12P,0,0,0,0,0
RNU2-13P,0,0,0,0,0
RNU2-14P,0,0,0,0,0
RNU2-15P,0,0,0,0,0
RNU2-16P,0,0,0,0,0
RNU2-17P,8,0,0,1,0
RNU2-18P,0,0,0,0,0
RNU2-19P,0,0,0,0,0
RNU2-20P,0,0,0,0,0
RNU2-21P,0,0,0,0,0
RNU2-22P,0,1,3,0,1
RNU2-23P,0,0,0,0,0
RNU2-24P,0,4,0,0,0
RNU2-25P,0,0,0,3,0
RNU2-26P,0,0,0,0,0
RNU2-27P,0,0,0,0,0
RNU2-28P,2,5,10,5,5
RNU2-29P,0,0,1,0,0
RNU2-2P,0,0,0,0,0
RNU2-30P,0,0,0,0,0
RNU2-31P,0,0,0,0,2
RNU2-32P,0,0,0,0,0
RNU2-33P,4,0,0,0,0
RNU2-34P,0,0,0,0,1
RNU2-35P,0,0,0,0,2
RNU2-36P,0,0,0,0,0
RNU2-37P,0,0,4,0,0
RNU2-38P,3,0,8,8,0
RNU2-39P,0,0,0,0,0
RNU2-3P,0,0,0,0,0
RNU2-40P,0,0,0,0,0
RNU2-41P,0,0,0,0,0
RNU2-42P,0,0,0,0,0
RNU2-43P,0,0,0,0,0
RNU2-44P,0,0,0,0,0
RNU2-45P,0,0,0,0,0
RNU2-46P,0,0,0,0,0
RNU2-47P,0,0,0,0,0
RNU2-48P,0,0,0,0,0
RNU2-49P,0,0,0,0,0
RNU2-4P,0,0,0,0,0
RNU2-50P,0,0,0,0,0
RNU2-51P,0,0,0,0,0
RNU2-52P,0,0,0,0,0
RNU2-53P,0,0,0,0,0
RNU2-54P,0,0,0,0,0
RNU2-55P,0,0,0,0,0
RNU2-56P,0,0,0,0,0
RNU2-57P,0,0,0,0,0
RNU2-58P,0,0,0,0,0
RNU2-59P,0,0,0,0,0
RNU2-5P,2,0,0,0,1
RNU2-60P,0,0,0,0,0
RNU2-61P,0,0,0,0,0
RNU2-62P,0,0,0,0,0
RNU2-63P,0,0,0,0,0
RNU2-64P,0,0,0,0,0
RNU2-65P,0,0,0,0,0
RNU2-66P,0,0,0,0,0
RNU2-68P,0,0,6,0,0
RNU2-69P,1,6,2,3,2
RNU2-6P,0,2,0,0,2
RNU2-70P,0,0,0,0,0
RNU2-71P,0,0,0,0,0
RNU2-72P,0,0,0,0,0
RNU2-7P,6,2,4,2,1
RNU2-8P,0,0,0,0,0
RNU2-9P,0,0,0,0,0
RNU4-1,2,0,0,0,0
RNU4-10P,0,0,0,0,0
RNU4-11P,0,0,0,0,0
RNU4-12P,0,0,0,0,0
RNU4-13P,0,0,0,0,0
RNU4-14P,0,2,0,0,0
RNU4-15P,0,0,0,0,0
RNU4-16P,0,0,0,0,0
RNU4-17P,0,0,0,0,0
RNU4-18P,0,0,0,0,0
RNU4-2,0,0,2,0,0
RNU4-20P,0,0,0,0,0
RNU4-21P,0,0,0,0,2
RNU4-22P,3,6,3,0,1
RNU4-23P,4,2,1,0,2
RNU4-24P,0,0,0,2,0
RNU4-25P,1,0,0,0,0
RNU4-26P,0,0,0,0,0
RNU4-27P,0,3,0,0,0
RNU4-28P,0,0,0,0,0
RNU4-29P,0,0,2,0,1
RNU4-30P,0,0,0,0,0
RNU4-31P,0,1,0,0,0
RNU4-32P,0,0,0,0,0
RNU4-33P,0,0,0,0,0
RNU4-34P,0,0,0,0,0
RNU4-35P,0,0,0,0,0
RNU4-36P,0,0,0,0,0
RNU4-37P,0,0,0,0,0
RNU4-38P,0,0,0,0,0
RNU4-39P,3,0,2,5,0
RNU4-40P,0,0,0,0,0
RNU4-41P,0,0,0,0,0
RNU4-42P,0,0,0,0,0
RNU4-43P,0,0,0,0,0
RNU4-44P,0,0,0,0,0
RNU4-45P,0,0,0,0,0
RNU4-46P,0,0,0,0,0
RNU4-47P,8,3,7,2,1
RNU4-48P,1,0,0,0,0
RNU4-49P,0,0,0,0,0
RNU4-4P,9,2,0,2,2
RNU4-50P,0,1,5,0,0
RNU4-51P,0,0,0,0,0
RNU4-52P,0,3,2,0,2
RNU4-53P,2,0,0,0,0
RNU4-54P,0,0,0,0,0
RNU4-55P,0,0,0,0,0
RNU4-56P,0,0,0,0,0
RNU4-57P,0,0,0,0,0
RNU4-58P,0,0,0,0,0
RNU4-59P,0,0,0,0,0
RNU4-5P,0,1,0,4,0
RNU4-60P,0,0,0,0,0
RNU4-61P,0,0,0,0,0
RNU4-62P,0,0,2,0,0
RNU4-63P,0,0,0,0,0
RNU4-64P,0,0,0,0,0
RNU4-65P,0,0,0,0,0
RNU4-66P,0,0,0,0,0
RNU4-67P,0,0,0,0,0
RNU4-68P,0,0,0,0,0
RNU4-69P,0,0,0,0,0
RNU4-6P,0,0,0,0,0
RNU4-70P,0,0,0,0,0
RNU4-71P,0,0,0,0,0
RNU4-72P,0,0,0,0,0
RNU4-73P,0,1,0,0,0
RNU4-74P,0,0,0,0,0
RNU4-75P,0,0,0,0,0
RNU4-76P,0,0,0,0,0
RNU4-77P,0,0,0,0,0
RNU4-78P,0,5,4,5,0
RNU4-79P,0,0,0,0,0
RNU4-7P,0,0,0,0,0
RNU4-80P,0,0,1,0,0
RNU4-81P,0,0,0,0,0
RNU4-82P,0,6,0,1,0
RNU4-83P,0,0,0,0,0
RNU4-84P,0,0,0,0,0
RNU4-85P,0,0,0,0,0
RNU4-86P,0,0,0,0,0
RNU4-87P,0,0,0,0,0
RNU4-88P,0,0,0,0,0
RNU4-89P,1,0,0,0,0
RNU4-8P,7,0,0,2,0
RNU4-90P,0,0,0,0,0
RNU4-91P,0,0,0,0,0
RNU4-92P,0,0,0,0,0
RNU4-9P,0,0,0,0,0
RNU4ATAC,2,3,1,0,0
RNU4ATAC10P,0,0,0,0,0
RNU4ATAC11P,0,0,0,0,0
RNU4ATAC12P,0,0,0,4,2
RNU4ATAC13P,0,0,0,0,0
RNU4ATAC14P,0,0,0,0,0
RNU4ATAC15P,0,5,0,4,0
RNU4ATAC16P,0,0,0,0,0
RNU4ATAC17P,0,0,0,0,0
RNU4ATAC18P,8,8,0,1,0
RNU4ATAC2P,0,0,0,0,0
RNU4ATAC3P,0,0,0,0,0
RNU4ATAC4P,0,0,0,0,0
RNU4ATAC5P,0,0,0,0,0
RNU4ATAC6P,0,0,0,0,0
RNU4ATAC7P,0,0,0,0,0
RNU4ATAC8P,0,0,0,0,0
RNU4ATAC9P,0,0,0,0,0
RNU5A-1,9,0,0,4,0
RNU5A-2P,0,0,0,0,0
RNU5A-3P,0,0,0,1,0
RNU5A-4P,0,0,0,0,0
RNU5A-5P,0,0,0,0,0
RNU5A-6P,0,0,0,0,0
RNU5A-7P,0,4,0,0,0
RNU5A-8P,0,0,0,0,0
RNU5B-1,0,0,0,0,0
RNU5B-2P,0,0,0,8,2
RNU5B-3P,0,9,0,4,0
RNU5B-4P,0,0,0,0,0
RNU5B-6P,0,0,0,0,0
RNU5D-1,0,0,0,0,0
RNU5D-2P,0,0,0,0,0
RNU5E-1,0,0,0,0,0
RNU5E-10P,1,1,2,3,2
RNU5E-3P,0,0,0,0,0
RNU5E-4P,0,0,0,0,0
RNU5E-5P,0,0,0,0,0
RNU5E-6P,0,0,0,0,0
RNU5E-7P,0,0,0,0,0
RNU5E-8P,0,0,0,0,0
RNU5E-9P,0,0,0,0,0
RNU5F-1,0,1,2,0,0
RNU5F-2P,0,0,0,0,0
RNU5F-3P,0,0,0,0,0
RNU5F-4P,1,0,0,0,0
RNU5F-6P,0,0,0,0,0
RNU5F-7P,0,0,0,0,0
RNU5F-8P,0,0,0,0,0
RNU6-1,0,0,0,0,0
RNU6-1000P,0,0,0,0,0
RNU6-1001P,0,0,0,0,0
RNU6-1003P,2,0,2,0,0
RNU6-1004P,2,0,0,0,0
RNU6-1005P,0,0,4,0,0
RNU6-1006P,0,0,0,0,0
RNU6-1007P,0,0,0,0,0
RNU6-1008P,0,0,0,0,0
RNU6-1009P,0,0,0,0,0
RNU6-100P,0,3,0,1,8
RNU6-1010P,0,0,0,0,0
RNU6-1011P,0,5,0,2,3
RNU6-1012P,0,0,0,0,0
RNU6-1013P,0,0,0,0,0
RNU6-1014P,0,0,0,0,0
RNU6-1015P,0,0,0,0,0
RNU6-1016P,8,5,11,5,6
RNU6-1017P,0,0,0,1,0
RNU6-1018P,0,0,0,0,0
RNU6-1019P,2,4,0,0,0
RNU6-101P,1,7,0,0,1
RNU6-1020P,0,0,1,0,0
RNU6-1021P,0,0,0,0,0
RNU6-1022P,0,0,0,0,0
RNU6-1023P,0,0,0,0,0
RNU6-1024P,0,3,2,1,12
RNU6-1025P,0,0,0,0,0
RNU6-1026P,0,0,0,0,0
RNU6-1027P,0,0,0,0,0
RNU6-1028P,0,0,0,0,0
RNU6-1029P,0,0,0,0,0
RNU6-102P,0,0,0,0,0
RNU6-1031P,0,0,0,0,0
RNU6-1032P,0,0,0,0,0
RNU6-1034P,0,0,0,0,0
RNU6-1035P,0,0,0,0,0
RNU6-1036P,0,0,0,0,0
RNU6-1037P,0,0,0,0,0
RNU6-1038P,0,0,0,0,0
RNU6-1039P,0,5,2,1,1
RNU6-103P,0,0,0,0,0
RNU6-1040P,0,0,0,0,0
RNU6-1041P,0,0,0,0,0
RNU6-1042P,0,0,0,0,0
RNU6-1043P,1,2,0,0,1
RNU6-1044P,0,0,0,0,0
RNU6-1045P,0,6,5,2,0
RNU6-1046P,0,0,0,0,0
RNU6-1047P,0,0,0,0,0
RNU6-1048P,0,0,0,0,5
RNU6-1049P,0,0,0,0,0
RNU6-104P,0,0,0,0,0
RNU6-1050P,0,0,0,0,0
RNU6-1051P,0,3,0,0,0
RNU6-1052P,0,0,0,0,0
RNU6-1053P,17,7,18,0,8
RNU6-1054P,1,0,4,0,0
RNU6-1055P,0,0,0,0,0
RNU6-1056P,0,0,0,0,0
RNU6-1057P,0,0,0,0,0
RNU6-1059P,0,0,0,0,0
RNU6-105P,0,0,0,0,0
RNU6-1060P,0,0,0,0,0
RNU6-1061P,0,0,0,0,0
RNU6-1062P,0,0,0,0,0
RNU6-1064P,0,0,0,0,0
RNU6-1065P,0,1,0,0,0
RNU6-1066P,0,0,0,0,0
RNU6-1067P,0,0,0,0,0
RNU6-1068P,0,0,0,0,0
RNU6-1069P,0,0,0,0,0
RNU6-106P,0,0,0,0,0
RNU6-1071P,0,0,0,0,0
RNU6-1072P,0,0,0,0,0
RNU6-1073P,0,0,0,0,0
RNU6-1074P,0,0,0,0,0
RNU6-1075P,0,0,0,0,0
RNU6-1076P,0,0,0,0,0
RNU6-1077P,2,0,0,0,0
RNU6-1078P,0,0,0,0,0
RNU6-1079P,0,0,0,0,0
RNU6-107P,1,0,2,0,0
RNU6-1080P,0,0,0,0,0
RNU6-1081P,0,0,0,0,0
RNU6-1082P,0,0,0,1,0
RNU6-1083P,0,0,0,0,0
RNU6-1084P,0,0,0,0,0
RNU6-1085P,0,0,0,2,0
RNU6-1086P,0,0,0,0,0
RNU6-1087P,0,0,0,0,0
RNU6-1088P,0,0,0,0,0
RNU6-1089P,0,0,0,0,0
RNU6-108P,0,0,0,0,0
RNU6-1090P,0,0,0,0,0
RNU6-1091P,0,0,0,1,1
RNU6-1092P,0,0,0,0,0
RNU6-1093P,0,4,0,0,0
RNU6-1094P,0,0,0,0,0
RNU6-1095P,1,4,3,0,3
RNU6-1096P,0,0,0,0,0
RNU6-1097P,0,0,0,0,0
RNU6-1098P,2,2,0,2,0
RNU6-1099P,5,7,4,4,0
RNU6-109P,0,0,0,0,0
RNU6-10P,1,0,0,0,2
RNU6-1100P,0,0,0,0,0
RNU6-1101P,0,0,1,0,0
RNU6-1102P,0,0,0,0,0
RNU6-1103P,0,0,0,0,0
RNU6-1104P,0,0,0,0,0
RNU6-1105P,0,0,0,0,0
RNU6-1106P,0,0,0,0,0
RNU6-1107P,0,0,0,0,0
RNU6-1108P,0,0,0,0,0
RNU6-1109P,0,0,0,0,0
RNU6-110P,0,0,0,0,0
RNU6-1110P,0,0,0,0,0
RNU6-1111P,0,0,0,0,0
RNU6-1112P,0,0,0,0,0
RNU6-1113P,0,0,0,0,0
RNU6-1114P,0,0,0,0,0
RNU6-1115P,0,0,0,0,0
RNU6-1116P,0,0,0,0,0
RNU6-1117P,0,0,0,0,0
RNU6-1118P,0,0,0,0,0
RNU6-1119P,0,0,0,0,0
RNU6-111P,0,0,0,0,0
RNU6-1120P,0,0,0,0,0
RNU6-1121P,1,1,0,1,0
RNU6-1122P,0,0,0,0,0
RNU6-1123P,0,0,0,0,0
RNU6-1124P,0,0,0,0,0
RNU6-1125P,0,0,0,0,0
RNU6-1126P,0,0,0,0,0
RNU6-1127P,0,0,0,0,0
RNU6-1128P,0,0,0,0,0
RNU6-1129P,0,0,0,0,0
RNU6-112P,0,0,0,0,0
RNU6-1130P,0,0,0,0,0
RNU6-1131P,0,0,0,0,0
RNU6-1132P,0,0,0,0,0
RNU6-1133P,0,0,0,0,0
RNU6-1134P,0,0,0,0,0
RNU6-1135P,0,0,0,0,0
RNU6-1136P,0,0,0,0,0
RNU6-1137P,0,0,0,0,0
RNU6-1138P,0,0,0,0,0
RNU6-113P,0,0,0,0,0
RNU6-1140P,0,0,0,0,0
RNU6-1141P,1,0,0,0,0
RNU6-1143P,0,0,0,0,0
RNU6-1144P,0,0,0,0,0
RNU6-1145P,0,0,0,0,0
RNU6-1146P,0,0,0,0,0
RNU6-1147P,0,0,1,0,0
RNU6-1148P,0,0,0,0,0
RNU6-1149P,0,0,0,0,0
RNU6-114P,0,0,0,0,0
RNU6-1150P,0,0,0,0,0
RNU6-1151P,0,0,0,0,0
RNU6-1152P,0,0,0,0,0
RNU6-1153P,0,1,0,0,1
RNU6-1154P,0,0,0,0,0
RNU6-1155P,0,0,0,0,0
RNU6-1156P,0,0,4,0,0
RNU6-1157P,4,6,0,0,4
RNU6-1158P,0,0,0,0,0
RNU6-1159P,0,0,0,0,0
RNU6-115P,0,0,0,0,0
RNU6-1160P,0,0,0,0,0
RNU6-1161P,0,0,0,0,0
RNU6-1162P,0,0,0,0,0
RNU6-1163P,0,0,0,0,0
RNU6-1164P,0,0,0,0,0
RNU6-1165P,1,3,1,1,1
RNU6-1167P,0,0,0,0,0
RNU6-1168P,0,0,0,0,0
RNU6-1169P,0,0,0,0,0
RNU6-116P,0,0,0,0,0
RNU6-1170P,0,0,0,8,0
RNU6-1171P,0,0,0,0,0
RNU6-1172P,0,0,0,0,0
RNU6-1174P,0,0,0,0,0
RNU6-1175P,0,0,0,0,0
RNU6-1176P,0,0,0,0,0
RNU6-1177P,0,0,0,0,0
RNU6-1178P,0,0,0,0,0
RNU6-1179P,0,0,0,0,0
RNU6-117P,0,0,0,0,0
RNU6-1180P,0,0,0,0,0
RNU6-1181P,0,0,0,0,0
RNU6-1183P,0,0,0,0,0
RNU6-1184P,0,0,0,0,0
RNU6-1186P,0,0,0,0,0
RNU6-1187P,4,0,0,0,0
RNU6-1188P,0,2,0,2,0
RNU6-1189P,0,28,0,3,2
RNU6-118P,0,2,2,6,7
RNU6-1190P,0,0,0,0,0
RNU6-1191P,0,0,0,1,0
RNU6-1192P,0,0,0,0,0
RNU6-1193P,0,0,0,0,0
RNU6-1194P,0,0,0,0,0
RNU6-1195P,0,0,0,0,0
RNU6-1196P,0,0,0,0,2
RNU6-1197P,0,0,0,0,0
RNU6-1198P,0,0,0,0,2
RNU6-1199P,0,0,0,0,0
RNU6-119P,0,0,0,0,0
RNU6-11P,0,0,0,0,0
RNU6-1200P,0,0,0,0,0
RNU6-1201P,0,2,0,0,0
RNU6-1203P,0,0,0,0,0
RNU6-1204P,0,0,0,0,0
RNU6-1205P,0,0,0,0,0
RNU6-1206P,0,0,0,0,2
RNU6-1207P,0,0,0,0,0
RNU6-1208P,0,0,0,0,0
RNU6-1209P,0,0,0,0,0
RNU6-120P,0,0,0,0,0
RNU6-1210P,0,0,0,0,0
RNU6-1211P,0,0,0,0,0
RNU6-1212P,0,0,0,0,0
RNU6-1213P,0,0,0,0,0
RNU6-1214P,0,0,0,0,0
RNU6-1215P,0,0,0,0,0
RNU6-1216P,0,0,2,0,0
RNU6-1217P,0,0,0,0,0
RNU6-1218P,0,0,0,0,0
RNU6-1219P,0,0,0,0,0
RNU6-121P,0,0,0,0,0
RNU6-1220P,0,0,0,0,0
RNU6-1222P,0,0,0,0,0
RNU6-1223P,0,3,6,0,1
RNU6-1224P,0,0,0,0,0
RNU6-1225P,0,0,0,0,0
RNU6-1226P,3,0,0,0,0
RNU6-1227P,0,0,0,0,0
RNU6-1228P,0,0,0,0,0
RNU6-1229P,0,0,0,0,0
RNU6-122P,0,2,0,0,0
RNU6-1230P,0,0,0,0,0
RNU6-1231P,0,1,0,0,0
