"","SYMBOL","HH07","HH17","HH18","HH19","HH27"
"41899","CLDN23",76,184,25,46,73
"41907","LOC101926892",36,9,35,0,0
"41911","MAL2-AS1",0,0,0,0,0
"41913","NRG1-IT1",0,0,0,0,0
"41917","CTB-178M22.2",6,2,0,2,9
"41921","LOC101927752",1183,1317,860,972,719
"41922","LOC105375903",0,0,0,0,4
"41939","ZNF260",1389,1452,1036,999,1195
"41942","LINC00051",0,0,0,0,0
"41951","LOC105375787",0,0,0,0,0
"41971","LOC101927392",0,2,4,2,0
"41979","NRG1-IT3",0,0,0,0,0
"41985","LOC105375851",0,0,0,0,0
"41991","LOC100507071",33,13,26,33,28
"42003","LINC01299",0,0,0,0,0
"42004","LINC01591",0,0,0,0,0
"42007","LYN",382,202,524,162,282
"42013","PINX1",412,173,212,180,250
"42019","LINC02055",52,143,2,8,2
"42020","LOC401463",0,0,0,7,0
"42025","RBPMS-AS1",93,76,107,52,38
"42033","LINC02155",0,0,0,0,0
"42034","PCDHGB7",1317,1031,317,1166,279
"42035","LINC02839",0,0,0,0,0
"42037","CD8B2",0,0,0,0,0
"42040","LINC01947",0,0,0,0,0
"42047","LOC286178",0,2,0,0,0
"42067","PCAT2",0,3,4,0,0
"42098","NPIPB11",53,53,30,29,8
"42102","LINC01485",0,0,0,0,0
"42109","PCDHGB1",34,80,77,57,15
"42111","LOC101927039",0,2,6,0,6
"42113","LINC01933",0,2,0,0,0
"42118","LOC105375624",8,8,18,2,6
"42119","LINC02365",0,0,0,0,1
"42126","LOC105379301",0,0,0,0,0
"42128","PCDHGA3",124,347,76,64,363
"42136","LOC101929415",2,146,19,25,22
"42145","PKIA-AS1",2,0,3,1,0
"42154","LOC101927513",0,2,2,2,0
"42169","LINC01944",0,0,0,0,0
"42170","LINC01111",19,86,18,4,2
"42186","LOC101927815",27,0,43,2,19
"42189","MIR151A",2,3,0,0,0
"42197","NDST1-AS1",1,16,4,31,6
"42198","LOC101929172",0,0,0,0,0
"42202","MAFA-AS1",0,0,0,0,0
"42205","SNORD87",0,0,0,0,0
"42213","MIR2052HG",0,0,0,0,0
"42218","LOC105375843",0,0,0,0,0
"42222","LOC101929719",49,38,24,25,45
"42227","HOXA-AS3",96,36,4,88,6
"42232","MIR124-2HG",0,0,0,0,0
"42239","RHPN1-AS1",6,4,12,12,2
"42242","LOC101927141",0,0,0,0,0
"42250","LRRC24",0,0,0,0,0
"42259","CHKB-CPT1B",5,5,4,3,1
"42260","SIGLEC14",0,0,0,0,0
"42270","LINC02696",0,0,0,0,0
"42280","LINC02683",0,0,0,0,0
"42281","PBOV1",0,0,0,0,0
"42286","HSPB2-C11orf52",0,0,0,0,0
"42290","LOC100130268",2,0,2,1,0
"42292","NAV2-AS2",0,0,2,1,0
"42305","OR4D10",0,0,0,0,0
"42309","AP5B1",1886,1357,1670,1002,1415
"42312","LOC105376114",60,78,57,42,54
"42317","LINC02749",8,8,8,2,8
"42323","LINC02547",10,0,0,0,0
"42326","MPPED2-AS1",0,0,0,0,0
"42339","CHMP4A",102,47,45,50,31
"42342","FBXO3-DT",0,0,0,0,1
"42349","LINC02760",0,0,0,0,0
"42352","LOC100507384",0,0,0,0,0
"42353","SIGLEC12",0,0,0,0,0
"42361","FLJ20021",212,351,364,278,178
"42365","PABPC4L",24,277,342,40,202
"42379","OMP",12,0,6,3,0
"42389","BBOX1-AS1",53,101,15,21,24
"42391","LINC01493",0,0,1,0,0
"42408","LINC02719",0,0,0,0,0
"42412","LOC100506675",0,0,0,0,2
"42413","MAGEL2",2,2,10,10,10
"42416","ETS1-AS1",0,0,0,0,0
"42422","LINC02686",0,0,0,0,0
"42425","CSNK2A3",8,6,14,8,15
"42433","LOC101929427",15,0,5,4,3
"42438","LOC728975",306,111,93,100,47
"42446","NAV2-AS4",0,0,0,8,0
"42457","SMG1P6",7,15,9,17,9
"42459","ARMS2",12,8,0,0,0
"42468","INS",0,0,0,0,0
"42474","LINC02685",0,0,0,0,0
"42476","RTL1",33,34,53,26,37
"42478","LINC02715",0,0,0,0,0
"42480","LINC02682",0,0,0,0,0
"42487","RASSF10-DT",0,0,0,0,0
"42496","PKD1P5-LOC105376752",1114,549,2680,268,1094
"42500","FPGT",688,746,573,661,472
"42510","LOC102724957",0,0,0,0,0
"42517","SENCR",47,43,40,33,33
"42523","IGLL5",0,0,0,0,0
"42530","LOC101927702",4,11,13,6,6
"42538","MEX3A",203,131,85,92,454
"42548","OR10G4",0,0,0,0,0
"42555","LOC105376654",0,0,0,0,0
"42578","EEF1G",0,0,0,0,0
"42579","LOC105375861",0,0,0,0,0
"42590","CKLF-CMTM1",0,0,0,0,0
"42607","SYS1-DBNDD2",0,0,0,0,2
"42610","LOC101928535",0,0,0,0,0
"42612","LOC340357",0,0,0,0,0
"42614","LMNTD2-AS1",2,1,9,0,0
"42626","SLC22A18AS",25,25,14,10,6
"42633","OR5M10",0,0,0,0,0
"42636","LOC100287896",90,94,123,77,62
"42637","GVINP1",34,2,12,32,22
"42638","LOC101929269",0,0,2,0,0
"42649","NPIPA2",2,2,2,3,0
"42651","LOC102724301",16,0,4,4,2
"42655","MPV17L2",1416,744,1098,572,803
"42657","TMEM9B-AS1",38,111,97,116,33
"42659","LGR4-AS1",5,15,4,5,3
"42665","ATP6V1G2-DDX39B",0,0,0,0,0
"42667","LINC02688",0,0,0,0,0
"42670","SUGT1P4-STRA6LP",81,9,17,20,27
"42674","PKNOX2-AS1",0,0,0,0,0
"42678","LOC100505622",9,11,23,10,22
"42691","BORCS8",732,528,530,429,517
"42699","SCARNA9",4,2,0,0,2
"42709","LOC392196",2,2,0,4,7
"42716","LINC02545",0,0,0,0,0
"42720","LINC00678",0,0,0,0,0
"42731","LINC02751",0,0,0,0,0
"42735","LOC283299",4,6,26,5,3
"42740","INMT-MINDY4",0,0,0,0,0
"42741","KIRREL3-AS2",3,0,0,0,2
"42747","LINC02763",0,0,0,0,0
"42760","DPP3",3361,2888,3456,2352,2782
"42768","STX16-NPEPL1",24,11,35,9,11
"42769","ANKHD1-EIF4EBP3",30,46,29,29,25
"42770","KRTAP5-9",5,7,14,2,0
"42771","BRK1",17971,13911,14902,13923,14042
"42774","LINC02324",0,0,0,0,0
"42781","UBTFL1",0,0,0,0,0
"42784","OR5M1",0,0,0,0,0
"42790","LOC100129129",8,4,0,2,6
"42800","TSPAN18-AS1",0,0,0,1,2
"42803","SUGT1P4-STRA6LP-CCDC180",0,0,2,1,0
"42809","LOC441601",26,2,0,4,2
"42810","NAV2-AS5",0,4,0,10,0
"42817","LOC112268389",12,67,68,20,62
"42830","SAA2-SAA4",0,0,0,0,0
"42831","PIGY",0,0,0,0,0
"42840","GRM5-AS1",0,0,0,0,0
"42842","LOC101928896",0,0,0,0,0
"42845","LOC101929473",0,0,0,0,0
"42852","OR1D4",0,0,0,0,0
"42856","LOC101928837",4,13,4,12,8
"42867","CHMP1B",2370,2548,2365,1765,2476
"42872","LINC02546",0,3,0,0,0
"42875","OVOL1-AS1",4,1,0,0,0
"42886","LINC02721",16,1,0,0,0
"42902","EID3",269,83,136,66,77
"42903","GLYATL1B",0,0,0,0,0
"42904","MSH5-SAPCD1",0,0,0,0,0
"42905","TOLLIP-AS1",131,52,70,56,24
"42906","HTD2",13,2,1,3,1
"42922","LINC01499",0,0,0,0,0
"42926","LINC02759",0,0,4,0,0
"42928","MUC5B-AS1",0,0,0,0,0
"42929","LINC02720",0,0,0,0,0
"42931","CCDC166",0,0,0,0,0
"42933","LINC02711",0,0,0,0,0
"42942","NANOGP8",0,0,0,2,4
"42946","SNHG9",97,32,81,18,88
"42951","OR7E2P",0,6,4,0,9
"42967","CARD17",0,0,0,0,0
"42969","OR5M11",0,0,0,0,0
"42981","LOC105369362",0,2,0,4,0
"42985","LOC283194",0,0,3,0,2
"42989","FXYD6-FXYD2",0,0,0,0,0
"42992","MIR100HG",11204,11547,11075,10449,6860
"42994","PRR23D1",0,0,0,0,0
"42995","PRR23D2",0,0,0,0,0
"43001","LINC02743",0,0,0,0,0
"43008","LINC02687",0,0,0,0,0
"43018","ABCC6P2",14,18,14,14,15
"43022","WTAPP1",14,2,30,21,0
"43024","LOC171391",295,386,230,309,230
"43034","H3P34",0,0,0,0,0
"43037","OR8G5",0,0,0,0,0
"43041","EID1",20659,16026,15328,13573,13484
"43046","OR52B2",0,0,0,0,0
"43053","LOC101928894",0,0,2,1,1
"43060","LINC01495",0,0,0,1,0
"43062","LOC105369391",14,8,16,18,9
"43066","SOGA3",4,0,0,2,2
"43071","LINC02729",0,0,0,0,0
"43073","LOC101928424",18,8,4,7,3
"43082","NOX5",171,6,181,52,10
"43094","CCDC179",0,0,0,0,0
"43102","LOC101927708",1,0,0,0,0
"43108","TAS2R43",0,0,0,0,0
"43109","TAS2R45",0,0,0,0,0
"43113","PRR23D2",0,0,0,0,0
"43117","LINC02734",0,0,4,0,0
"43126","OOSP4B",0,0,0,0,0
"43127","C8orf49",0,0,0,0,0
"43131","HCAR3",0,0,0,0,0
"43132","TBX5-AS1",2780,1716,253,1853,698
"43139","PCDHA3",10,16,17,16,18
"43142","LINC02548",0,0,0,0,0
"43148","CASC23",0,0,0,0,0
"43150","LOC105369519",0,0,0,0,0
"43151","EBLN2",69,55,36,51,53
"43156","LOC100132078",0,0,0,0,0
"43161","LINC02735",0,0,0,0,0
"43163","LOC101929089",1,3,6,0,12
"43181","LOC103611081",357,302,345,255,211
"43193","LOC102724064",49,50,72,37,65
"43198","GAU1",2,6,0,2,0
"43200","LOC101928008",0,0,0,0,0
"43206","LOC102723838",0,0,0,0,0
"43208","LINC02764",0,0,0,0,0
"43214","LOC105375743",0,0,0,0,0
"43215","H3P33",2,0,0,0,0
"43217","LINC00681",0,0,0,0,0
"43224","CARD18",0,0,0,0,0
"43225","LINC02713",0,0,2,0,0
"43230","UVRAG-DT",9,25,4,12,4
"43231","TUT1",323,233,260,213,237
"43234","LINC02684",0,0,0,0,0
"43239","LOC101928069",76,87,82,53,107
"43242","LOC100507144",4,0,9,9,2
"43245","NPIPB8",2,0,1,0,0
"43247","NEDD8-MDP1",0,0,0,0,0
"43250","POLR2M",2242,2016,2037,1687,1171
"43259","OR10V2P",4,6,5,6,14
"43266","LOC283177",0,0,0,0,0
"43273","LINC02733",0,0,1,0,0
"43279","ZNF252P-AS1",12,23,32,22,18
"43281","FDXACB1",55,35,39,25,64
"43286","BRWD1-AS2",18,28,16,26,27
"43288","MIR9-3HG",0,0,0,0,0
"43293","OR10G2",0,0,0,0,0
"43295","LOC651337",28,17,29,19,29
"43296","RAB44",2,0,7,8,10
"43297","LOC101927531",0,0,0,0,0
"43304","PCDHB17P",0,0,0,0,0
"43314","LOC731157",2,0,5,2,0
"43317","FAM222A-AS1",1,0,0,0,0
"43321","RERG-AS1",0,0,0,0,0
"43333","TRIL",90,412,58,197,449
"43335","LINC02389",0,0,0,0,0
"43340","OR4D2",0,0,0,0,0
"43342","SNHG1",2910,1623,1317,1602,1886
"43348","IFNG-AS1",0,0,0,0,0
"43350","AGAP2-AS1",95,62,37,76,73
"43353","LOC102723544",0,0,0,0,0
"43358","LINC02422",0,0,0,0,0
"43362","LINC01479",0,0,0,1,0
"43363","LINC02747",0,0,0,0,0
"43369","RMST",0,0,0,0,0
"43371","OR6J1",0,0,0,0,0
"43375","LINC02439",0,0,0,0,0
"43379","MTRNR2L8",33,7,34,38,16
"43383","TIFAB",0,0,0,0,0
"43386","TAS2R20",10,40,17,13,13
"43392","RXYLT1-AS1",1,6,6,1,1
"43402","DENND5B-AS1",5,12,9,5,13
"43406","LINC00346",670,444,110,344,360
"43419","LOC101928416",0,0,0,0,0
"43421","CCND2-AS1",2,22,9,2,4
"43425","LOC105369438",0,0,0,0,0
"43442","LINC02421",6,15,11,4,0
"43445","CYP2A6",5,50,28,30,29
"43448","LOC102724265",0,0,0,4,0
"43451","MT1JP",6,3,0,6,9
"43460","LOC107984450",24,8,6,8,6
"43470","LINC02411",0,0,0,2,0
"43471","CACNA1C-AS4",1,0,0,0,0
"43473","SNHG28",55,52,32,51,39
"43480","PAPPA-AS1",0,0,0,0,0
"43482","CTSO",1225,3063,1761,2723,833
"43484","MTRNR2L10",0,0,0,0,0
"43486","COA8",855,611,636,561,626
"43488","TRAPPC2B",196,191,170,129,227
"43489","DNAAF4",26,14,23,6,10
"43491","A2MP1",0,0,2,0,0
"43495","URB1-AS1",248,138,146,136,84
"43503","ZNF432",537,514,517,479,508
"43512","LINC02443",0,0,0,0,0
"43514","SOX5-AS1",0,0,0,0,0
"43515","LINC01152",22,11,4,4,2
"43526","ITFG2-AS1",5,0,0,0,0
"43532","SMLR1",4,7,6,6,0
"43533","LINC02571",0,0,0,0,0
"43536","LINC02420",0,0,0,0,0
"43540","TAS2R30",4,0,0,0,4
"43543","LINC00507",2,1,0,0,0
"43544","LOC101928940",4,20,10,3,5
"43556","MTRNR2L3",4,1,0,0,4
"43557","ZNF10",276,421,389,269,302
"43559","ZNF486",646,513,420,324,340
"43560","LINC02387",0,0,0,2,0
"43562","SMIM3",1238,1845,1605,1758,1915
"43570","CACNA1C-IT2",1,1,0,0,0
"43572","LINC02425",0,0,1,0,0
"43575","LINC02454",242,50,187,103,94
"43576","HMBS",1917,1041,1097,1106,1404
"43577","CACNA1C-AS2",2,0,1,0,3
"43587","LINC02398",0,0,0,0,0
"43588","LINC02617",0,2,2,0,0
"43591","ZNF225",447,562,437,413,383
"43599","LOC105369507",0,0,0,0,0
"43600","LOC101928441",0,0,0,0,0
"43605","ABCC6P1",2,2,6,0,0
"43619","LINC02375",0,0,0,0,0
"43623","PPIAL4D",0,0,0,0,0
"43631","ASIC5",3,0,4,4,0
"43638","LINC02552",0,0,4,0,0
"43642","TAS2R31",3,31,16,8,17
"43645","LOC105369728",3,0,0,0,0
"43650","DND1",0,0,0,0,0
"43653","SALL3",0,0,0,0,0
"43669","MRGPRF-AS1",63,91,118,66,38
"43674","POLG2",628,460,350,356,390
"43676","SMIM10L1",1784,1315,1509,1147,1360
"43680","LOC100506691",41,9,10,15,28
"43681","LINC02369",0,0,0,0,0
"43685","LINC01486",0,0,0,0,0
"43692","OR13A1",4,2,2,0,0
"43693","LINC02361",36,14,8,18,19
"43694","LOC101929384",0,0,0,0,0
"43701","LOC374443",111,106,122,75,114
"43703","LINC02393",2,2,0,0,0
"43706","CYP2B7P",16,43,51,18,2
"43710","MTRNR2L1",0,0,0,0,2
"43714","ZBTB11-AS1",172,134,116,113,110
"43721","LINC02441",0,0,0,0,0
"43728","LINC02368",0,0,0,0,0
"43729","CLEC12B",1,7,7,0,4
"43735","LIMS4",0,0,2,0,0
"43742","ZNF350",350,429,398,361,394
"43743","LINC02737",0,0,0,0,0
"43745","LOC105369332",4,10,4,4,4
"43749","TMEM132D-AS2",0,0,0,0,0
"43756","PGA5",4,2,0,3,0
"43762","LOC100996671",0,0,2,4,0
"43769","MADD-AS1",28,2,0,5,4
"43772","LINC02423",0,0,0,0,0
"43773","PLBD1-AS1",0,0,0,0,0
"43777","STH",0,0,0,0,0
"43779","ZNF253",276,265,219,241,236
"43785","KLRF2",2,0,0,0,0
"43787","LOC100130111",140,12,21,31,47
"43788","LOC102724020",0,0,0,0,0
"43790","C17orf100",90,122,86,96,103
"43793","CAPNS2",4,4,22,0,10
"43810","LOC105369609",16,10,29,18,6
"43812","SLC5A8",0,0,0,0,0
"43815","LOC105370024",0,0,0,0,0
"43816","LINC02366",0,0,0,0,0
"43817","MTRNR2L7",0,0,0,0,0
"43835","PPP1R14B-AS1",15,7,11,7,6
"43844","FBXO10",0,0,0,0,0
"43852","LIMS3",0,0,1,0,0
"43853","KHDC1L",0,0,0,0,0
"43859","LOC105369614",0,0,0,0,0
"43866","GPR142",0,0,0,0,0
"43870","HP",0,0,0,0,0
"43878","LOC100287837",284,219,235,122,129
"43882","SLCO1B3-SLCO1B7",0,0,0,0,0
"43886","LINC02282",0,0,0,0,0
"43887","C11orf97",0,0,0,0,0
"43893","KCNK4-TEX40",0,0,0,0,0
"43898","LOC102724421",0,0,0,0,0
"43899","MIR200CHG",0,2,0,0,0
"43902","DENND11",644,953,749,712,1033
"43908","LSM14A",8945,9734,6765,6979,7365
"43910","NHLRC4",26,26,58,20,11
"43913","LINC02450",0,0,0,0,0
"43914","OR11H12",0,0,0,0,0
"43922","CLLU1",0,0,0,0,0
"43927","TAS2R38",0,0,0,0,0
"43932","PGAM1P5",3,17,6,0,12
"43939","LINC02451",0,0,0,0,0
"43941","TMPO-AS1",400,105,58,40,54
"43946","LOC100506606",29,23,29,48,43
"43953","LINC02293",0,0,0,0,0
"43963","GATC",1073,705,853,663,677
"43964","LNCOG",148,6,33,28,93
"43978","LINC01619",20,0,6,4,5
"43986","LINC02388",0,0,0,0,0
"43991","ZNF271P",2546,2796,2670,1942,2170
"43998","LOC100506551",4,2,4,10,11
"44000","LOC105369911",6,10,6,2,6
"44002","LOC101926933",30,9,7,13,12
"44004","H3P35",0,0,0,0,0
"44017","ZBED6",194,261,198,158,275
"44027","MGAM",6,0,12,0,53
"44029","LOC283335",230,311,248,186,131
"44042","FNTB",445,363,396,310,304
"44043","CHURC1-FNTB",445,363,396,310,304
"44050","MIR3179-2",0,0,0,0,0
"44074","LOC105369748",17,33,10,27,27
"44080","ZNF878",15,0,4,0,6
"44089","PPFIA2-AS1",0,0,0,2,0
"44094","LINC02459",0,0,0,0,0
"44101","KRT73-AS1",0,0,0,0,0
"44105","LOC643711",0,0,0,0,0
"44107","LINC02297",0,0,0,0,0
"44111","LINC02402",0,0,0,0,0
"44119","SFTA3",0,0,0,0,0
"44120","LOC102724934",0,0,0,0,0
"44121","LINC02326",0,0,2,0,0
"44122","ST6GALNAC6",8,13,4,6,1
"44126","RPL36A-HNRNPH2",0,0,0,0,0
"44131","LINC02403",0,0,0,0,0
"44132","OR7E47P",0,0,0,0,0
"44134","LOC100287944",1,15,3,5,4
"44136","LOC100652999",1,0,0,0,1
"44137","HLX-AS1",5,12,19,17,5
"44151","LINC01475",0,0,0,0,0
"44152","LINC00609",0,0,0,0,0
"44155","LOC101927318",0,0,0,0,0
"44156","ZNF625",5,11,20,16,18
"44157","GALNT4",153,181,91,108,108
"44158","LINC02356",2,0,2,0,0
"44159","SCAT2",20,19,2,4,11
"44160","OVCH1-AS1",58,68,58,44,52
"44167","MIR4307HG",0,0,1,0,0
"44171","PSMA3-AS1",1997,1873,1367,1652,1394
"44177","G2E3-AS1",1,0,0,0,0
"44180","KCCAT198",292,58,65,87,434
"44191","ADCY6-DT",5,7,3,3,0
"44197","KRT7-AS",36,60,60,2,3
"44209","GIHCG",780,461,331,327,447
"44211","LBX2-AS1",569,348,273,357,192
"44213","INAFM1",1205,918,859,949,851
"44214","LOC100505978",0,0,0,0,0
"44220","LINC02399",0,0,0,0,0
"44222","CNPY2",259,172,171,216,239
"44231","LINC01490",4,0,0,0,0
"44232","MGAM2",0,0,0,0,0
"44234","LINC02426",0,0,0,0,0
"44235","LINC02281",0,0,0,0,0
"44245","LINC02401",0,0,0,0,0
"44251","LINC02395",0,0,0,0,0
"44255","GLYCAM1",0,0,0,0,0
"44257","LINC02400",0,0,0,0,0
"44270","CNOT2-DT",64,89,49,65,55
"44283","OTOAP1",0,0,2,4,0
"44285","LINC02588",0,0,0,0,0
"44287","LINC02294",0,0,0,0,0
"44297","CASC18",0,2,2,0,6
"44298","LOC101929058",0,0,0,0,0
"44314","LINC02404",0,0,0,0,0
"44325","DDN-AS1",34,31,12,25,19
"44330","CUX1",4653,4550,5786,3449,4204
"44341","TEN1",0,0,2,1,0
"44342","P2RX5-TAX1BP3",42,30,24,16,33
"44358","TEX49",0,1,4,0,0
"44373","LOC105369760",12,4,6,6,2
"44385","LOC101928937",0,0,0,0,0
"44393","LOC105369779",228,411,297,252,171
"44394","BCDIN3D-AS1",36,71,69,49,20
"44408","OR9A4",0,0,0,0,0
"44416","LINC02286",0,0,0,0,0
"44417","ATXN2-AS",19,7,17,0,10
"44420","MAP1LC3B2",27,38,34,40,32
"44435","LINC02444",0,0,0,0,0
"44438","LOC613038",15,5,13,4,6
"44442","LINC02396",0,0,0,0,4
"44443","LOC101929162",19,30,10,32,12
"44444","LOC102724050",13,0,0,0,0
"44447","LINC02406",0,0,0,0,0
"44449","LOC388242",0,0,0,0,0
"44456","LINC00485",0,0,0,0,0
"44466","LINC02392",0,0,0,0,0
"44484","LINC02424",0,0,0,0,0
"44485","PRSS58",0,0,0,0,0
"44488","CLEC5A",0,0,0,0,0
"44490","LOC100506869",0,0,12,2,0
"44496","LOC105369980",0,0,0,0,0
"44511","LOC101928731",7,0,0,4,0
"44514","LINC00592",14,0,8,0,2
"44521","CHURC1",3684,2470,2045,3355,1587
"44523","LINC02410",0,0,0,0,0
"44526","VASH1-AS1",9,10,5,1,11
"44535","C17orf49",42,68,27,47,33
"44541","ITFG2-AS1",6,0,0,5,0
"44542","LINC02461",0,2,0,0,0
"44544","LOC101927267",9,0,7,0,0
"44549","LOC105369921",0,2,1,0,0
"44563","RTEL1",128,98,117,67,51
"44580","PPT2-EGFL8",34,18,24,23,26
"44581","LINC02318",0,0,0,0,0
"44591","ZNF578",153,144,107,103,86
"44604","LOC105370586",0,0,0,0,0
"44614","PDF",531,371,459,371,330
"44619","RNASE12",0,0,0,0,0
"44624","LINC00641",686,329,279,355,600
"44634","OR11H2",0,0,0,0,0
"44638","LOC107984660",65,152,96,53,56
"44645","LOC105370409",0,0,0,0,0
"44651","LOC101929718",3,2,1,2,0
"44654","LINC02313",0,0,0,0,2
"44655","LINC02207",0,0,0,0,0
"44662","LINC02251",0,0,0,0,0
"44663","SPESP1",364,13,362,121,23
"44674","DIO3OS",0,0,0,0,0
"44675","LINC02287",0,0,0,0,0
"44678","LINC02290",0,1,0,0,0
"44687","LINC00239",0,0,4,0,0
"44696","LOC100506071",0,2,0,0,0
"44701","LINC02305",0,0,0,0,0
"44705","FRMD6-AS2",21,25,77,31,10
"44712","RHOXF1-AS1",2,0,0,3,0
"44714","LINC00645",0,4,16,0,0
"44717","CRAT37",0,0,0,0,0
"44721","SPECC1L-ADORA2A",0,0,0,1,0
"44722","LINC02322",0,0,0,0,0
"44736","H3P40",0,0,0,0,0
"44739","LOC254028",0,0,0,0,0
"44745","LINC01500",1,0,13,4,0
"44746","FAM181A-AS1",0,0,0,0,0
"44748","LINC02274",0,2,0,0,0
"44750","TRIM6-TRIM34",0,0,0,0,0
"44757","SERPINA2",0,0,0,0,0
"44762","LINC01629",19,2,0,0,5
"44767","LINC-ROR",0,0,0,0,0
"44772","LINC02303",0,0,7,0,0
"44784","LINC02292",0,0,0,0,0
"44796","BCL2L2-PABPN1",15,19,23,22,12
"44797","SYNJ2BP-COX16",2,0,0,0,0
"44804","SEC23A-AS1",0,0,0,0,0
"44811","TRIM34",43,5,3,2,2
"44818","HIF1A-AS3",10,23,5,16,17
"44823","LINC01397",0,0,6,2,0
"44828","LINC02317",0,0,0,0,0
"44837","LINC01269",1,3,2,0,0
"44847","LINC00871",0,0,0,0,0
"44848","LINC00638",53,112,98,42,47
"44855","SLC25A21-AS1",28,8,12,24,16
"44856","LINC01193",0,0,0,0,0
"44859","C20orf141",0,2,0,0,2
"44860","LOC105370622",0,0,0,0,0
"44867","PINX1",0,0,0,0,0
"44868","PRC1-AS1",33,6,8,6,2
"44870","LOC102724814",19,75,101,33,43
"44873","ITPK1-AS1",0,0,0,0,0
"44874","LOC101927620",3,6,2,1,0
"44876","LINC02328",0,4,0,0,0
"44878","LINC00637",0,0,0,4,0
"44881","LOC112268124",56,73,46,54,47
"44886","LINC02301",2,0,0,0,0
"44890","LOC105370473",0,0,0,0,0
"44897","LOC105369203",6,6,12,6,18
"44907","DIO2-AS1",0,0,0,0,0
"44911","LINC02330",0,0,0,0,0
"44917","HIF1A-AS1",5,13,31,13,9
"44919","LINC01568",0,0,0,0,0
"44925","LINC01580",0,0,0,0,0
"44929","PRORP",3,12,13,7,8
"44930","LINC00520",2,0,6,0,0
"44931","LOC105370616",0,0,0,0,0
"44941","LOC101927690",0,0,0,0,0
"44942","LINC01148",0,0,0,0,0
"44946","LINC02310",0,4,16,0,0
"44954","OR4C13",0,0,0,0,0
"44955","RNASE4",2,5,8,2,13
"44956","LINC02289",0,0,0,6,6
"44971","MC1R",245,150,153,199,201
"44974","LOC105370489",0,0,0,0,0
"44991","MIR381HG",3,3,2,0,0
"44995","LINC01146",0,0,0,0,0
"44997","LINC02312",0,0,0,0,0
"45001","DUXA",0,0,0,0,0
"45014","CEP95",1254,1140,1001,905,1055
"45035","LINC02691",0,0,0,0,0
"45042","FOXN3-AS1",56,145,146,96,108
"45050","LOC102723604",0,0,0,0,0
"45053","LOC728755",0,0,4,0,0
"45058","LOC100288846",23,28,28,17,16
"45063","TUBB3",169,65,67,68,108
"45065","LOC101927418",16,8,22,39,18
"45069","LINC00519",0,16,9,30,2
"45089","LINC01467",0,0,0,0,0
"45091","LINC02299",0,0,0,0,0
"45096","UBE2F-SCLY",2,1,0,2,0
"45098","TMEM179",3,0,16,0,8
"45104","TSPY1",0,0,0,0,0
"45105","TSPY3",0,0,0,0,0
"45106","TSPY8",0,0,0,0,0
"45107","TSPY10",0,0,0,0,0
"45118","LINC02285",0,0,0,0,0
"45136","LINC00524",0,0,0,0,0
"45137","TVP23C-CDRT4",0,0,0,0,0
"45142","FPGT-TNNI3K",16,29,27,16,10
"45146","LOC107984704",0,0,0,0,0
"45151","BLOC1S5-TXNDC5",0,0,0,0,0
"45165","LINC02332",0,0,0,0,0
"45173","ACTN1-AS1",11,22,4,4,5
"45180","LINC00639",0,0,4,0,10
"45183","FOXN3-AS2",0,0,0,0,0
"45185","POC1B-GALNT4",7,15,2,3,6
"45192","LINC02314",0,0,0,0,0
"45200","LINC00517",107,26,50,31,92
"45202","LOC105370531",0,0,0,0,0
"45215","LINC00911",0,0,0,0,0
"45218","LINC02304",0,0,0,0,0
"45220","NDUFC2-KCTD14",0,0,0,0,0
"45223","LOC102723809",27,41,9,17,11
"45225","LOC100506321",6,13,6,11,12
"45227","SMIM6",2,8,8,9,2
"45232","LRP1-AS",12,9,10,6,3
"45234","LINC00648",0,7,0,0,0
"45238","LINC00924",0,1,4,0,0
"45244","LINC00644",0,0,0,0,0
"45250","LINC00929",0,2,2,0,0
"45253","LOC100506411",0,0,0,0,0
"45256","CHEK2P2",0,0,0,0,0
"45258","ADAM20P1",14,18,25,6,24
"45262","LOC101928909",0,1,1,4,0
"45269","LOC104613533",0,0,0,0,6
"45273","LOC101929586",18,2,5,2,5
"45292","LOC105370802",0,0,2,0,0
"45298","ITGB3",447,461,451,502,474
"45308","LINC00928",0,0,0,0,0
"45309","LOC105371022",4,0,0,0,0
"45313","SLC35G6",35,9,17,15,7
"45314","LINC02345",0,0,1,0,0
"45318","LINC02323",8,2,10,2,4
"45321","ANKRD34C-AS1",0,0,0,0,0
"45324","LINC02490",0,0,0,0,0
"45327","MIR4713HG",0,0,0,0,0
"45334","USP3-AS1",19,10,12,7,6
"45340","LINC01895",0,0,0,0,0
"45348","LINC02622",2,0,0,0,0
"45360","LINGO1-AS2",0,0,0,0,0
"45361","SPATA8-AS1",0,0,0,0,0
"45363","LINC02349",0,0,0,0,0
"45368","LINC02206",0,0,0,0,0
"45370","ZNF710-AS1",214,226,137,149,141
"45371","LIPC-AS1",11,14,4,12,0
"45382","ZHX1-C8orf76",3,1,0,0,0
"45400","INAFM2",2557,1406,2613,1015,2387
"45402","ST20-MTHFS",0,0,0,0,0
"45408","H3P39",0,0,0,0,0
"45419","LOC101928988",0,20,5,6,1
"45428","LINC00927",0,0,0,0,0
"45429","LOC101929457",2,4,0,0,0
"45437","LOC105370854",46,36,28,64,42
"45448","GH1",0,0,0,0,0
