Geneid	HH07	HH17	HH18	HH19	HH27
ENSG00000231394.1	0	0	0	0	1
ENSG00000234844.1	1	1	0	1	1
ENSG00000235207.1	0	6	0	0	0
ENSG00000231317.1	0	9	0	2	0
ENSG00000176826.15	246	769	264	518	241
ENSG00000252857.1	0	0	0	0	0
ENSG00000275853.1	0	0	0	0	0
ENSG00000224971.1	19	8	8	12	10
ENSG00000237799.2	0	0	0	0	0
ENSG00000275875.1	0	0	0	0	1
ENSG00000273720.1	0	0	0	0	0
ENSG00000226278.1	0	0	0	0	235
ENSG00000206729.1	0	0	0	0	0
ENSG00000154997.8	0	0	0	0	0
ENSG00000235738.1	0	0	0	0	0
ENSG00000225270.1	0	0	0	0	0
ENSG00000229762.1	0	0	0	0	0
ENSG00000225018.1	1	1	0	1	1
ENSG00000227499.1	0	0	0	0	0
ENSG00000249773.3	0	0	0	0	2
ENSG00000178665.15	65	108	56	38	66
ENSG00000146729.9	3199	2696	2412	2350	2852
ENSG00000239789.5	248	302	266	167	249
ENSG00000146733.13	1215	1513	1115	904	2342
ENSG00000146731.10	18455	9273	10199	8897	14310
ENSG00000206603.1	6	0	3	3	2
ENSG00000207168.1	1	2	0	0	0
ENSG00000129103.17	9974	9587	8108	8090	10396
ENSG00000164776.9	31	166	23	134	48
ENSG00000106153.12	13469	10062	10005	8999	11150
ENSG00000185290.3	0	0	0	0	0
ENSG00000230191.1	4	4	10	10	0
ENSG00000233028.1	8	0	0	0	0
ENSG00000285670.1	0	0	0	0	0
ENSG00000227491.1	0	0	0	0	4
ENSG00000223559.1	5	16	2	14	22
ENSG00000224155.2	2	2	0	0	2
ENSG00000203462.2	0	0	0	0	0
ENSG00000202296.1	0	0	0	0	0
ENSG00000231299.1	0	0	0	0	0
ENSG00000225371.1	0	0	0	0	0
ENSG00000224370.1	0	0	0	0	0
ENSG00000223330.1	0	0	0	0	0
ENSG00000232944.1	0	0	0	0	0
ENSG00000237268.2	0	0	0	0	0
ENSG00000278205.1	0	0	0	0	0
ENSG00000225488.1	0	0	0	0	0
ENSG00000226485.1	0	0	0	0	0
ENSG00000261275.1	0	0	0	0	0
ENSG00000231504.1	0	0	2	0	0
ENSG00000223740.1	0	0	0	0	0
ENSG00000233288.1	0	0	0	0	0
ENSG00000224947.1	0	0	0	0	0
ENSG00000213650.3	16	8	8	8	6
ENSG00000234716.1	0	0	0	0	0
ENSG00000213067.2	0	0	0	0	0
ENSG00000271047.1	0	0	0	0	0
ENSG00000229909.1	0	0	0	0	0
ENSG00000228303.1	0	0	0	0	0
ENSG00000277174.1	0	0	0	0	0
ENSG00000282879.1	0	2	0	2	0
ENSG00000277253.1	0	0	2	0	0
ENSG00000279072.1	0	2	0	0	2
ENSG00000233437.1	0	0	0	0	0
ENSG00000225244.3	0	0	0	0	0
ENSG00000264426.1	0	0	0	0	0
ENSG00000189166.6	0	2	0	6	4
ENSG00000214668.4	0	0	0	0	0
ENSG00000229508.2	0	0	0	0	0
ENSG00000275061.2	0	0	0	0	0
ENSG00000185177.12	0	0	0	0	0
ENSG00000235095.1	0	0	2	0	0
ENSG00000283431.1	0	0	0	0	0
ENSG00000284474.1	0	0	0	0	0
ENSG00000283547.1	0	0	0	0	0
ENSG00000231537.1	0	0	0	0	0
ENSG00000283230.1	0	0	0	0	0
ENSG00000283481.1	0	0	0	0	0
ENSG00000225295.1	0	0	0	0	0
ENSG00000228440.1	0	0	0	0	0
ENSG00000283311.1	0	0	0	0	0
ENSG00000224880.1	0	0	0	0	0
ENSG00000224723.1	0	0	0	0	0
ENSG00000230764.1	0	0	0	0	0
ENSG00000237309.1	0	0	0	0	0
ENSG00000236692.2	0	0	0	0	0
ENSG00000284291.1	0	0	0	0	0
ENSG00000284098.1	0	0	0	0	0
ENSG00000283626.1	0	0	0	0	0
ENSG00000228851.1	0	0	0	0	0
ENSG00000284558.1	0	0	0	0	0
ENSG00000284221.1	0	0	0	0	0
ENSG00000227584.2	0	0	0	0	0
ENSG00000230531.1	0	0	0	0	0
ENSG00000284572.1	0	0	0	0	0
ENSG00000234671.1	0	0	0	0	0
ENSG00000169325.10	0	0	0	0	0
ENSG00000234089.1	0	0	0	0	0
ENSG00000238431.1	0	0	0	0	0
ENSG00000274299.1	0	0	0	0	0
ENSG00000280225.1	0	0	0	0	0
ENSG00000260653.5	0	0	0	0	0
ENSG00000266168.1	0	0	0	0	0
ENSG00000227182.1	0	0	0	0	0
ENSG00000235368.1	0	0	2	0	0
ENSG00000182111.8	0	0	0	0	0
ENSG00000270957.1	0	0	0	0	0
ENSG00000233601.1	0	0	0	0	0
ENSG00000243981.4	0	0	0	0	0
ENSG00000270749.1	0	0	0	0	0
ENSG00000229627.2	0	0	0	0	0
ENSG00000230796.1	0	0	0	0	0
ENSG00000237639.2	0	0	0	0	0
ENSG00000233962.1	0	0	0	0	0
ENSG00000236261.1	0	0	0	0	0
ENSG00000234085.1	0	0	0	0	0
ENSG00000227015.1	0	0	0	0	0
ENSG00000232161.1	0	0	0	0	0
ENSG00000230271.1	0	0	0	0	0
ENSG00000250923.1	0	0	0	0	0
ENSG00000224484.1	0	0	0	0	0
ENSG00000236907.1	0	0	0	0	0
ENSG00000250618.1	0	0	0	0	0
ENSG00000224653.1	0	0	0	0	0
ENSG00000223836.1	0	0	0	0	0
ENSG00000237236.1	0	0	0	0	0
ENSG00000231232.4	0	0	0	0	0
ENSG00000231484.1	0	0	0	0	0
ENSG00000271696.1	0	0	0	0	0
ENSG00000233918.1	0	0	0	0	0
ENSG00000207443.1	0	0	0	0	0
ENSG00000227148.1	0	0	0	0	0
ENSG00000233454.1	0	0	0	0	0
ENSG00000233782.1	0	0	0	0	0
ENSG00000234312.1	0	0	0	0	0
ENSG00000231523.1	0	0	0	0	0
ENSG00000199231.1	0	0	0	0	0
ENSG00000237572.1	0	0	0	0	0
ENSG00000226075.2	0	0	0	0	0
ENSG00000244550.1	0	0	0	0	0
ENSG00000240651.1	0	0	0	0	0
ENSG00000236638.1	0	0	0	0	0
ENSG00000185037.9	0	0	0	0	0
ENSG00000226587.1	0	0	0	0	0
ENSG00000227298.1	0	0	0	0	0
ENSG00000232165.1	0	0	0	0	0
ENSG00000230000.2	0	0	0	0	0
ENSG00000227545.1	0	0	0	0	0
ENSG00000227923.1	0	0	0	0	0
ENSG00000229301.1	0	0	0	0	0
ENSG00000236284.1	0	0	0	0	0
ENSG00000230361.1	0	0	0	0	0
ENSG00000230600.1	0	0	0	0	0
ENSG00000232817.1	0	0	0	0	0
ENSG00000223889.1	0	0	0	0	0
ENSG00000227305.1	0	0	0	0	0
ENSG00000234387.1	0	0	0	0	0
ENSG00000268181.3	0	0	0	0	0
ENSG00000234467.1	0	0	0	0	0
ENSG00000227426.1	0	0	0	0	0
ENSG00000224368.1	0	0	0	0	0
ENSG00000197990.6	0	0	0	0	0
ENSG00000230132.1	0	0	0	0	0
ENSG00000164740.5	0	0	0	0	0
ENSG00000228645.2	0	0	0	0	0
ENSG00000214660.6	0	0	0	0	0
ENSG00000223566.1	2	0	0	2	0
ENSG00000265214.1	0	0	0	0	0
ENSG00000226401.3	0	0	0	0	0
ENSG00000226411.1	0	0	0	0	0
ENSG00000271466.1	0	0	0	0	0
ENSG00000227397.1	0	0	0	0	0
ENSG00000236574.1	0	0	0	0	0
ENSG00000225451.1	0	0	0	0	0
ENSG00000236299.7	0	0	0	0	0
ENSG00000235720.1	10	9	8	0	8
ENSG00000226581.1	0	0	0	0	0
ENSG00000226342.1	2	0	0	2	0
ENSG00000227910.1	0	0	0	2	0
ENSG00000213645.2	0	0	0	0	0
ENSG00000233173.1	0	0	0	0	0
ENSG00000231264.1	0	0	0	0	0
ENSG00000284534.1	0	0	0	0	0
ENSG00000228660.1	0	0	0	0	0
ENSG00000230639.1	0	0	0	0	0
ENSG00000176232.10	0	0	0	0	0
ENSG00000278577.1	0	0	0	0	0
ENSG00000241149.3	0	0	0	0	0
ENSG00000228564.2	0	0	0	0	0
ENSG00000285544.1	0	0	0	0	0
ENSG00000214652.5	0	2	0	6	0
ENSG00000223558.1	0	0	0	0	0
ENSG00000224458.3	0	0	0	0	0
ENSG00000248704.1	0	0	0	0	0
ENSG00000248315.1	0	0	0	0	0
ENSG00000230052.1	0	0	0	0	0
ENSG00000233385.1	0	0	0	0	0
ENSG00000227035.1	0	0	0	0	0
ENSG00000234234.1	0	0	0	0	0
ENSG00000234700.1	0	0	0	0	0
ENSG00000230252.1	0	0	0	0	0
ENSG00000235646.1	0	0	0	0	0
ENSG00000229881.1	0	0	0	0	0
ENSG00000236976.1	2	10	8	4	0
ENSG00000213643.3	0	0	0	0	0
ENSG00000235227.1	0	0	0	0	0
ENSG00000213644.2	0	0	0	0	0
ENSG00000223614.5	0	0	0	0	0
ENSG00000197123.9	0	0	0	0	0
ENSG00000234444.9	962	499	735	572	465
ENSG00000227986.1	9	16	16	6	5
ENSG00000276650.1	0	0	0	0	0
ENSG00000232727.2	6	2	6	2	2
ENSG00000223845.1	0	0	0	0	0
ENSG00000228014.1	0	0	0	0	0
ENSG00000228653.2	13	1	8	14	4
ENSG00000173041.11	371	222	306	207	195
ENSG00000223974.1	0	0	0	0	0
ENSG00000235349.1	0	0	0	0	0
ENSG00000213642.3	0	2	0	0	0
ENSG00000224669.1	4	0	0	0	0
ENSG00000276475.1	0	0	0	0	0
ENSG00000196247.11	572	328	259	344	255
ENSG00000271550.1	15	14	7	8	6
ENSG00000275667.1	0	0	0	0	0
ENSG00000224172.1	2	0	2	0	0
ENSG00000277206.1	0	0	0	0	0
ENSG00000197008.9	250	174	181	153	149
ENSG00000234338.1	33	19	13	12	20
ENSG00000182722.5	3	6	6	0	0
ENSG00000213640.3	0	0	0	0	0
ENSG00000198039.11	303	170	114	203	96
ENSG00000189316.3	6	2	0	0	0
ENSG00000223476.1	1	0	0	0	0
ENSG00000270948.1	0	0	0	0	0
ENSG00000152926.14	845	1150	805	862	932
ENSG00000213462.4	448	671	633	420	599
ENSG00000201165.1	0	0	0	0	0
ENSG00000234585.6	132	110	117	80	133
ENSG00000239985.2	0	0	0	0	0
ENSG00000207344.1	0	2	0	0	6
ENSG00000207062.1	0	2	2	0	0
ENSG00000227113.2	12	6	8	3	14
ENSG00000226002.1	19	12	12	9	18
ENSG00000164669.13	68	10	3	8	2
ENSG00000237026.1	0	0	0	0	0
ENSG00000229064.1	0	0	0	0	0
ENSG00000282381.1	0	0	0	0	0
ENSG00000277544.1	0	0	0	0	0
ENSG00000231556.1	0	0	0	0	0
ENSG00000232906.1	0	0	0	0	0
ENSG00000146757.13	488	344	328	307	376
ENSG00000238124.1	0	0	0	0	0
ENSG00000226767.1	0	0	0	0	0
ENSG00000235421.1	0	0	0	0	0
ENSG00000230386.5	0	0	0	0	0
ENSG00000272693.4	50	67	51	46	25
ENSG00000273024.6	16	19	31	17	10
ENSG00000228409.6	220	150	145	150	181
ENSG00000206634.1	6	3	5	5	5
ENSG00000206785.1	0	2	2	0	1
ENSG00000275833.1	11	8	8	3	7
ENSG00000224316.1	0	15	12	7	3
ENSG00000200670.1	0	0	1	0	0
ENSG00000236529.1	0	2	1	6	0
ENSG00000201560.1	0	0	0	0	0
ENSG00000196715.6	4892	4001	3746	3064	4239
ENSG00000169919.16	4730	1971	2063	2450	2670
ENSG00000224365.1	0	0	0	0	0
ENSG00000229886.1	11	1	13	11	15
ENSG00000205596.4	0	0	0	0	0
ENSG00000126522.16	2428	1479	1441	1895	1825
ENSG00000249319.2	0	0	0	0	0
ENSG00000241258.6	2746	1845	1666	1857	2082
ENSG00000234185.2	0	4	0	1	1
ENSG00000169902.14	3308	4793	4265	3236	3370
ENSG00000252126.2	0	1	0	0	0
ENSG00000179406.7	117	240	146	157	141
ENSG00000251451.1	0	0	0	0	0
ENSG00000231234.2	0	0	0	0	0
ENSG00000230189.7	6	9	1	2	8
ENSG00000236928.3	2	0	0	0	0
ENSG00000279785.1	1	1	6	0	0
ENSG00000244510.2	0	0	0	0	0
ENSG00000244657.1	0	0	0	0	0
ENSG00000237310.1	52	106	84	48	26
ENSG00000179342.4	0	4	8	0	0
ENSG00000234500.1	26	56	42	23	32
ENSG00000229180.7	2188	2046	1612	1319	1615
ENSG00000275400.1	0	0	0	0	0
ENSG00000232491.1	4	1	0	0	0
ENSG00000177418.2	2	1	2	0	0
ENSG00000225573.4	10	17	12	18	24
ENSG00000243335.9	1416	1955	1720	1730	1338
ENSG00000284461.2	1	0	0	0	0
ENSG00000226824.6	247	111	71	140	148
ENSG00000154710.17	677	492	408	391	366
ENSG00000272831.1	0	1	1	0	1
ENSG00000271064.1	8	7	7	10	9
ENSG00000230583.7	8	6	8	6	6
ENSG00000232546.1	17	15	35	12	10
ENSG00000230295.1	9	23	11	15	9
ENSG00000212568.1	0	1	0	0	0
ENSG00000273142.1	91	110	93	52	36
ENSG00000179131.7	0	0	0	0	0
ENSG00000274135.1	0	2	0	0	0
ENSG00000106609.16	8267	9273	8190	6511	5624
ENSG00000275878.1	0	0	0	0	0
ENSG00000126524.9	7473	6619	6672	5423	5363
ENSG00000198874.12	1159	1283	946	820	963
ENSG00000233383.1	0	0	0	0	0
ENSG00000266525.1	0	0	0	0	0
ENSG00000230358.3	28	7	3	8	8
ENSG00000067601.7	206	185	155	144	141
ENSG00000201565.1	0	0	0	0	0
ENSG00000106610.15	532	365	414	388	445
ENSG00000228019.1	2	1	7	8	4
ENSG00000273448.1	54	52	29	23	42
ENSG00000226392.1	0	0	0	0	0
ENSG00000237466.1	0	0	0	0	0
ENSG00000233423.1	0	0	0	0	0
ENSG00000223948.1	0	0	0	0	0
ENSG00000225209.1	0	0	0	0	0
ENSG00000236531.2	0	0	0	0	0
ENSG00000232975.1	0	0	0	0	0
ENSG00000226829.1	0	0	0	0	0
ENSG00000237754.1	0	0	0	0	0
ENSG00000225959.1	0	0	0	0	0
ENSG00000228429.1	0	0	0	0	0
ENSG00000222428.1	0	0	0	0	0
ENSG00000233689.1	0	0	0	0	0
ENSG00000200189.1	0	0	0	0	0
ENSG00000236839.1	6	0	0	0	0
ENSG00000225718.1	4	0	0	4	0
ENSG00000230654.1	0	0	0	0	0
ENSG00000229031.1	0	0	0	0	0
ENSG00000252423.1	15	0	0	6	6
ENSG00000200857.1	0	0	0	0	0
ENSG00000234215.2	4	11	2	0	8
ENSG00000158321.16	2431	1731	805	1029	1680
ENSG00000236978.1	0	0	0	0	0
ENSG00000185274.11	2	39	0	4	25
ENSG00000265878.2	0	0	0	0	0
ENSG00000283278.1	0	0	0	0	0
ENSG00000199940.1	0	0	0	0	0
ENSG00000183166.10	0	0	0	2	0
ENSG00000201014.1	0	0	0	0	0
ENSG00000235581.1	0	0	0	0	0
ENSG00000228769.1	0	0	0	0	0
ENSG00000277149.4	62	244	71	42	404
ENSG00000264494.1	0	0	0	0	0
ENSG00000270694.1	0	0	0	0	0
ENSG00000270555.1	0	0	0	0	0
ENSG00000266569.2	0	2	0	0	0
ENSG00000225648.5	2384	2718	2675	1730	1691
ENSG00000274656.1	2	0	0	0	0
ENSG00000179994.10	0	0	0	0	0
ENSG00000196313.11	4138	3017	2849	2103	3040
ENSG00000272843.1	8	4	2	2	0
ENSG00000106133.17	65	121	84	57	108
ENSG00000285886.1	8	10	10	8	4
ENSG00000155428.12	10	21	17	15	10
ENSG00000174353.17	454	265	211	229	247
ENSG00000205584.6	0	2	2	0	0
ENSG00000276178.1	1	2	2	2	2
ENSG00000229018.5	15	3	14	17	11
ENSG00000201282.1	0	0	0	0	0
ENSG00000273520.4	0	0	0	0	0
ENSG00000273897.1	0	0	0	0	0
ENSG00000273927.1	0	0	0	0	0
ENSG00000285702.1	0	0	0	0	0
ENSG00000275976.4	0	0	0	0	0
ENSG00000277125.1	0	0	0	0	0
ENSG00000274984.1	0	0	0	0	0
ENSG00000262461.5	1	0	0	0	0
ENSG00000174384.9	12	17	18	14	36
ENSG00000199913.1	0	0	0	0	0
ENSG00000274570.4	0	0	0	0	0
ENSG00000233369.7	1094	1496	1362	1300	963
ENSG00000233523.1	0	0	2	0	0
ENSG00000182487.12	0	1	0	0	0
ENSG00000214544.7	6	0	2	4	2
ENSG00000205578.5	63	33	49	31	23
ENSG00000130305.16	1521	932	1022	757	1108
ENSG00000146755.10	0	1	1	1	0
ENSG00000225005.1	0	0	0	0	0
ENSG00000077800.12	2	0	0	3	0
ENSG00000206709.1	0	0	0	0	0
ENSG00000202035.1	0	0	0	0	0
ENSG00000188763.4	12	30	8	10	38
ENSG00000009954.10	11307	7775	6545	5924	6357
ENSG00000252713.1	0	0	0	0	2
ENSG00000106635.7	3408	2440	2428	1754	2235
ENSG00000106638.16	3129	2832	3080	2478	2741
ENSG00000009950.15	0	8	2	2	0
ENSG00000274080.1	0	0	0	0	0
ENSG00000176428.5	144	276	244	153	190
ENSG00000176410.7	634	769	742	535	500
ENSG00000071462.11	4160	3722	3720	3376	4533
ENSG00000106089.11	756	402	428	210	600
ENSG00000265724.1	3	2	4	0	6
ENSG00000241709.3	0	0	0	0	0
ENSG00000225969.2	113	72	8	42	76
ENSG00000106077.18	1430	574	637	518	539
ENSG00000165215.6	0	0	0	0	0
ENSG00000189143.9	171	57	51	20	26
ENSG00000165171.10	156	85	244	60	28
ENSG00000175877.3	0	0	0	0	0
ENSG00000261467.2	0	0	0	0	0
ENSG00000049540.16	22635	115383	17382	40654	15659
ENSG00000232415.1	15	29	16	13	12
ENSG00000106683.14	5831	4577	4787	3623	5033
ENSG00000106682.14	34087	26274	22914	23441	25221
ENSG00000207741.1	30	21	7	10	14
ENSG00000086730.16	40	24	34	29	30
ENSG00000049541.10	2242	705	654	551	867
ENSG00000106665.15	6746	4371	4608	4940	5089
ENSG00000006704.10	1519	766	885	721	1047
ENSG00000238391.1	0	0	0	0	0
ENSG00000273069.1	0	0	0	0	2
ENSG00000279005.1	0	0	0	0	0
ENSG00000263001.5	3178	2721	2230	1960	2215
ENSG00000232729.7	4	13	7	5	10
ENSG00000262648.1	0	0	0	0	0
ENSG00000158517.13	0	0	0	0	0
ENSG00000196275.13	417	396	189	241	208
ENSG00000277072.4	966	693	549	546	996
ENSG00000123965.13	124	18	20	21	16
ENSG00000239069.1	0	0	0	0	0
ENSG00000184616.8	36	35	19	8	23
ENSG00000274070.1	234	216	231	234	122
ENSG00000274523.4	5492	4015	3815	2930	2941
ENSG00000277127.1	0	0	0	2	0
ENSG00000174428.16	672	1171	896	848	936
ENSG00000165178.9	4	0	0	0	0
ENSG00000277053.4	260	315	299	331	238
ENSG00000276592.1	0	0	0	0	0
ENSG00000277675.1	0	0	0	0	0
ENSG00000263081.1	0	0	0	0	0
ENSG00000275121.1	0	0	0	0	0
ENSG00000274959.1	0	0	0	1	0
ENSG00000276840.1	14	6	11	10	17
ENSG00000267828.1	0	0	0	0	0
ENSG00000278807.1	0	0	0	0	2
ENSG00000273598.1	0	0	0	0	0
ENSG00000202021.1	0	0	0	0	0
ENSG00000278080.1	0	0	0	0	0
ENSG00000278416.1	0	8	4	14	5
ENSG00000199870.1	0	0	0	0	0
ENSG00000205583.13	32	13	25	11	13
ENSG00000275930.1	0	0	1	0	0
ENSG00000146722.11	3	1	1	0	1
ENSG00000178809.11	8	12	19	15	8
ENSG00000223705.9	823	913	925	594	434
ENSG00000272391.5	4122	2902	2821	2181	2432
ENSG00000242073.2	0	0	0	0	0
ENSG00000170092.14	35	58	31	27	43
ENSG00000127957.17	382	424	383	354	348
ENSG00000200874.1	0	0	0	2	0
ENSG00000127946.16	9831	1728	1771	1830	2296
ENSG00000279996.1	0	0	0	0	0
ENSG00000006606.8	102	12	12	50	56
ENSG00000106178.6	1	0	0	0	0
ENSG00000219039.2	0	0	0	0	0
ENSG00000005486.16	2782	2050	2723	2119	1866
ENSG00000127948.15	3362	2984	2774	3125	2678
ENSG00000284334.1	0	0	0	0	0
ENSG00000235090.1	0	0	0	1	0
ENSG00000201643.1	4	2	0	1	1
ENSG00000189077.10	2215	1347	1812	2074	1757
ENSG00000127952.16	1066	984	986	800	1123
ENSG00000280388.1	18	16	12	10	32
ENSG00000146701.11	9928	7503	8180	6039	8826
ENSG00000230882.1	2	0	0	0	0
ENSG00000251798.1	0	0	0	0	0
ENSG00000227038.3	0	0	0	6	0
ENSG00000224273.2	0	0	0	0	0
ENSG00000213549.3	0	0	0	0	0
ENSG00000228829.1	0	0	0	0	0
ENSG00000177679.15	309	171	54	197	50
ENSG00000106211.8	42729	24068	34925	23958	30388
ENSG00000170027.6	20684	18221	17972	11538	19898
ENSG00000213548.3	0	0	0	0	0
ENSG00000146700.8	82	63	52	44	36
ENSG00000188372.14	32	69	30	17	56
ENSG00000091073.19	658	417	439	278	371
ENSG00000233980.1	0	1	0	0	2
ENSG00000250614.1	4	0	0	0	0
ENSG00000243566.6	5	1	0	0	4
ENSG00000250778.1	0	0	0	0	0
ENSG00000238560.1	0	0	0	0	0
ENSG00000230305.2	2	2	4	2	0
ENSG00000185040.13	3	4	2	0	0
ENSG00000205485.13	169	203	117	155	145
ENSG00000146707.14	245	466	159	174	403
ENSG00000214243.3	11	0	5	9	11
ENSG00000285666.1	0	1	0	0	0
ENSG00000231183.3	0	0	0	0	0
ENSG00000265479.6	4	2	0	6	4
ENSG00000283398.1	0	0	0	0	0
ENSG00000231087.2	0	0	0	1	0
ENSG00000236280.1	0	0	0	0	0
ENSG00000225703.1	0	0	0	0	0
ENSG00000186704.9	4	0	1	7	0
ENSG00000242435.1	2	0	2	0	2
ENSG00000241350.1	0	0	0	0	0
ENSG00000201885.1	0	0	0	0	0
ENSG00000186645.7	2	0	0	0	0
ENSG00000233448.2	0	0	0	0	0
ENSG00000201959.1	0	0	0	0	0
ENSG00000259628.1	0	0	0	0	0
ENSG00000205482.9	6	7	12	9	0
ENSG00000225726.1	0	0	2	1	0
ENSG00000214439.4	32	36	26	30	19
ENSG00000213542.3	18	2	2	4	6
ENSG00000135205.14	41	98	74	96	97
ENSG00000127951.6	120	626	26	20	0
ENSG00000250990.1	8	13	12	8	7
ENSG00000186088.15	48	181	188	57	158
ENSG00000273341.1	0	0	0	0	0
ENSG00000237620.1	0	0	0	0	0
ENSG00000127947.15	5164	4089	3984	3421	5106
ENSG00000214293.8	485	484	486	595	445
ENSG00000187257.15	1566	1000	777	971	873
ENSG00000135211.5	1265	1209	1169	960	882
ENSG00000006576.16	5380	4692	4488	2810	3078
ENSG00000222432.1	0	0	2	0	0
ENSG00000232756.1	1	0	2	0	0
ENSG00000187391.20	529	841	579	483	387
ENSG00000281008.1	0	0	0	0	0
ENSG00000280958.1	0	0	0	0	0
ENSG00000231322.5	0	0	0	0	0
ENSG00000285892.1	0	0	2	0	0
ENSG00000226230.1	0	0	0	0	0
ENSG00000251276.1	0	0	1	0	1
ENSG00000226978.1	0	0	0	0	0
ENSG00000212545.1	0	0	0	0	0
ENSG00000229110.1	0	0	0	0	0
ENSG00000281120.1	0	0	0	0	0
ENSG00000212482.1	0	0	0	0	0
ENSG00000222024.2	0	2	4	0	0
ENSG00000234456.7	3524	6050	3515	5052	3561
ENSG00000226285.1	0	0	0	0	0
ENSG00000200786.1	0	0	0	0	0
ENSG00000127955.16	2915	3799	4060	2020	2627
ENSG00000206818.1	0	0	0	0	0
ENSG00000230853.1	0	0	0	0	0
ENSG00000244392.3	0	0	0	0	0
ENSG00000234223.2	0	0	0	0	0
ENSG00000232667.10	0	0	0	0	0
ENSG00000240347.3	0	0	0	0	0
ENSG00000135218.18	18	436	2073	63	32
ENSG00000223550.1	0	0	0	0	0
ENSG00000214415.3	0	0	2	0	0
ENSG00000229436.1	0	0	14	0	0
ENSG00000075223.13	5619	27341	25357	12461	7966
ENSG00000279326.1	0	0	0	0	0
ENSG00000237896.6	0	9	4	0	0
ENSG00000226671.1	0	1	0	0	0
ENSG00000223514.1	0	0	0	0	0
ENSG00000224134.1	0	0	0	0	0
ENSG00000232968.1	0	0	0	0	0
ENSG00000233491.8	0	0	0	0	0
ENSG00000230196.1	0	0	0	0	0
ENSG00000019991.16	226	1271	1256	622	48
ENSG00000153956.15	3666	3181	2898	2484	3702
ENSG00000223770.5	0	10	0	0	0
ENSG00000213530.3	0	0	0	0	0
ENSG00000228711.1	0	0	0	0	0
ENSG00000186472.19	20	2	26	0	0
ENSG00000202281.1	0	0	0	0	0
ENSG00000235503.2	0	0	0	0	0
ENSG00000170381.13	14	212	6	88	6
ENSG00000285398.1	0	0	0	0	0
ENSG00000230617.1	0	0	0	0	0
ENSG00000230244.1	0	0	0	0	0
ENSG00000075213.10	6787	7810	2470	3603	977
ENSG00000227982.1	0	0	0	0	0
ENSG00000235139.2	0	0	0	0	0
ENSG00000235243.1	0	0	0	0	0
ENSG00000232605.2	0	0	0	0	0
ENSG00000280325.1	0	0	0	0	0
ENSG00000232019.1	0	0	0	0	0
ENSG00000229251.3	12	2	0	4	8
ENSG00000153993.13	1866	5002	1386	3705	680
ENSG00000224059.1	2	0	0	0	0
ENSG00000230614.3	0	0	0	0	0
ENSG00000225128.1	0	0	0	0	0
ENSG00000227785.1	0	0	0	0	0
ENSG00000236610.1	0	0	0	0	0
ENSG00000198822.10	0	0	0	0	0
ENSG00000231255.1	0	0	0	0	0
ENSG00000233073.1	0	1	0	1	0
ENSG00000164659.14	168	1790	413	813	38
ENSG00000261462.1	0	0	0	0	0
ENSG00000224046.1	28	7	24	17	15
ENSG00000135164.18	3226	3867	2539	2926	3157
ENSG00000278236.1	3	2	0	0	1
ENSG00000135185.11	1377	1218	1342	1261	1499
ENSG00000200397.1	0	0	2	4	1
ENSG00000182165.17	61	122	152	144	96
ENSG00000273623.1	0	0	0	0	0
ENSG00000276185.1	0	0	0	0	0
ENSG00000005469.11	1089	1019	864	693	773
ENSG00000005471.17	73	64	62	50	312
ENSG00000085563.14	4	0	0	0	0
ENSG00000231956.1	0	0	0	0	0
ENSG00000105784.15	24	4	2	2	4
ENSG00000075303.12	1532	741	687	698	798
ENSG00000006634.7	1863	395	372	421	647
ENSG00000008277.14	25	28	20	15	15
ENSG00000075142.13	3321	2871	2621	2398	2411
ENSG00000254003.1	3	1	6	1	1
ENSG00000228113.7	0	0	0	2	4
ENSG00000127954.12	2	45	0	88	1
ENSG00000225701.1	0	0	0	0	0
ENSG00000207094.1	0	0	0	0	0
ENSG00000270812.1	0	0	0	0	0
ENSG00000235639.1	0	0	0	0	0
ENSG00000228928.1	0	0	0	0	0
ENSG00000231763.1	0	0	0	0	0
ENSG00000237709.1	0	0	0	0	0
ENSG00000233420.1	0	0	0	0	0
ENSG00000227979.1	0	0	0	0	0
ENSG00000182348.6	0	0	0	0	0
ENSG00000164645.2	0	0	0	0	0
ENSG00000227863.2	0	0	0	0	0
ENSG00000239075.1	0	0	0	0	0
ENSG00000227646.7	2	8	1	2	0
ENSG00000238358.2	0	0	0	0	0
ENSG00000235436.10	0	0	1	0	0
ENSG00000164647.8	3621	3837	2523	2824	1303
ENSG00000157214.13	1856	3957	1769	1611	879
ENSG00000105792.19	193	583	181	371	192
ENSG00000207488.1	0	0	0	0	0
ENSG00000234459.1	11	17	0	16	12
ENSG00000225498.1	0	0	0	0	0
ENSG00000283267.1	2	0	4	2	0
ENSG00000105793.15	1625	1252	1027	1049	925
ENSG00000280440.1	0	0	0	0	0
ENSG00000157224.15	2239	2294	2493	1935	1662
ENSG00000273299.1	0	0	0	0	0
ENSG00000058091.16	2528	3033	3834	1704	1254
ENSG00000251154.1	0	0	0	0	0
ENSG00000223969.5	30	16	20	21	46
ENSG00000223584.1	2	0	0	0	0
ENSG00000226254.1	0	0	0	0	0
ENSG00000157240.3	5693	5858	2472	2001	3256
ENSG00000243144.6	0	4	0	0	3
ENSG00000225843.1	0	0	0	0	0
ENSG00000235450.1	0	0	1	1	0
